FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
1097;Mobile County;Alabama;9254566;9388383;9625409;10054295;10876172;12049072;12443385;12949347;12642488;13230414;13970107;13889709;14082548;14384127;14998438;15080577;15344543;15809751;16378449;17745339;19174024;400129;398549;398082;397959;398942;402916;405715;409196;411994;413376;413364;414319;414631;415082;415613;416297;415501;415734;415135;414250;413073;400129;398549;398082;397959;398942;402916;405715;409196;411994;413376;413364;414319;414631;415082;415613;416297;415501;415734;415135;414250;413073
1099;Monroe County;Alabama;489183;478677;502567;549919;568497;582116;605437;639234;611454;628198;623594;619596;635832;643323;677255;677122;681858;689646;709271;775886;842348;24120;24022;23853;23769;23683;23602;23437;23393;23218;22985;22700;22406;21924;21605;21325;21087;20759;20435;20027;19723;19648;24120;24022;23853;23769;23683;23602;23437;23393;23218;22985;22700;22406;21924;21605;21325;21087;20759;20435;20027;19723;19648
1101;Montgomery County;Alabama;6321590;6592353;6870398;7320015;7621498;8028383;8151916;8177904;8014892;8217650;8596437;8586266;8649929;8866298;9217792;9450156;9659338;9823573;10011596;10749301;11448324;223048;223185;222680;223002;223608;227291;227888;227461;227607;229598;229717;229819;229547;229320;229480;229845;230349;229840;229659;228448;227434;223048;223185;222680;223002;223608;227291;227888;227461;227607;229598;229717;229819;229547;229320;229480;229845;230349;229840;229659;228448;227434
1103;Morgan County;Alabama;2873502;2892664;3038993;3212330;3363153;3548817;3696962;3829729;3755401;3891140;3969482;4070626;4114259;4292767;4378052;4409476;4551248;4753377;5014254;5451985;5871640;111682;111766;112898;113006;113964;115491;116397;117694;118954;119728;120489;120925;120742;120953;121113;121225;121413;122037;122804;123336;123668;111682;111766;112898;113006;113964;115491;116397;117694;118954;119728;120489;120925;120742;120953;121113;121225;121413;122037;122804;123336;123668
1105;Perry County;Alabama;203508;203933;216223;230248;245812;247322;255016;263982;262008;275892;280037;273183;281182;262990;275771;279192;285574;278202;286990;314073;337663;11645;11549;11301;11153;10881;10677;10774;10722;10690;10557;10418;10107;9921;9701;9519;9384;9130;8856;8727;8452;8355;11645;11549;11301;11153;10881;10677;10774;10722;10690;10557;10418;10107;9921;9701;9519;9384;9130;8856;8727;8452;8355
1107;Pickens County;Alabama;424749;429179;453037;485212;523695;512434;544080;555716;560839;574318;568205;598732;618370;625905;648184;633089;651810;656659;693994;736392;809169;20873;20835;20527;20380;20192;20128;19989;19951;19814;19732;19270;19159;19085;19976;20399;19885;19703;19364;19285;19062;18801;20873;20835;20527;20380;20192;20128;19989;19951;19814;19732;19270;19159;19085;19976;20399;19885;19703;19364;19285;19062;18801
1109;Pike County;Alabama;659848;684018;723854;795397;842261;875981;929069;959305;981001;1048337;1067635;1051521;1042403;1111268;1163553;1175881;1205066;1224023;1242608;1343302;1473353;29844;29695;30050;30593;30772;31309;31761;32149;32560;32973;33037;33235;33743;33235;33540;33564;33469;33420;33066;32981;32991;29844;29695;30050;30593;30772;31309;31761;32149;32560;32973;33037;33235;33743;33235;33540;33564;33469;33420;33066;32981;32991
1111;Randolph County;Alabama;437048;451869;473598;518207;538385;560096;603700;638308;619941;634217;602643;626916;646874;683555;724534;702382;726918;748406;768859;809512;918044;22465;22464;22359;22525;22658;22695;22662;22946;22864;22914;22637;22338;22264;21981;22128;21952;22044;21993;21940;21971;21989;22465;22464;22359;22525;22658;22695;22662;22946;22864;22914;22637;22338;22264;21981;22128;21952;22044;21993;21940;21971;21989
1113;Russell County;Alabama;1071035;1097771;1144415;1176012;1219732;1273489;1312129;1344914;1384965;1514024;1622287;1678067;1703029;1726198;1792073;1810738;1858489;1865432;1955965;2124925;2312332;49622;49489;49065;49498;49731;50459;51074;51434;52162;53350;55004;57774;59553;59746;59480;58919;57847;58754;59020;59226;58722;49622;49489;49065;49498;49731;50459;51074;51434;52162;53350;55004;57774;59553;59746;59480;58919;57847;58754;59020;59226;58722
1115;St. Clair County;Alabama;1491364;1537012;1612460;1806011;1990588;2150117;2321413;2496470;2456921;2500213;2612442;2791822;2807144;2950220;3090396;3170633;3313397;3521001;3740683;3988749;4370019;66093;67274;68629;70416;72596;75948;79348;81223;83009;83602;84070;84919;86034;86277;86895;87730;88436;89357;90316;91333;92748;66093;67274;68629;70416;72596;75948;79348;81223;83009;83602;84070;84919;86034;86277;86895;87730;88436;89357;90316;91333;92748
1117;Shelby County;Alabama;5242247;5425831;5651726;6327259;7092231;7699137;8295934;8382298;8018708;8303525;8868592;9392552;9625885;10128165;10658227;10907131;11366166;11952334;12770746;13556319;14601052;149358;153976;159704;165757;171691;178841;183491;188534;192708;196090;198240;201444;204811;207297;210232;212960;215515;217779;220325;223708;226902;149358;153976;159704;165757;171691;178841;183491;188534;192708;196090;198240;201444;204811;207297;210232;212960;215515;217779;220325;223708;226902
1119;Sumter County;Alabama;257015;262189;274297;286167;292882;308824;326761;333763;343534;364544;362474;377301;402152;391102;390939;390801;387272;385695;398709;432780;465315;14630;14376;14329;14324;14143;14059;13926;13882;13746;13732;13502;13464;13426;13312;13257;13024;12814;12726;12429;12295;12164;14630;14376;14329;14324;14143;14059;13926;13882;13746;13732;13502;13464;13426;13312;13257;13024;12814;12726;12429;12295;12164
1121;Talladega County;Alabama;1639449;1736617;1815326;1964510;2063809;2109908;2196022;2252331;2203267;2289405;2348590;2419906;2434640;2533355;2588203;2629177;2658951;2744965;2881406;3082039;3315447;80939;81095;80900;81139;81546;81991;82226;82735;82674;82228;82142;82653;82296;82453;82278;81909;81704;81940;82156;82069;81524;80939;81095;80900;81139;81546;81991;82226;82735;82674;82228;82142;82653;82296;82453;82278;81909;81704;81940;82156;82069;81524
1123;Tallapoosa County;Alabama;923899;914582;967230;1042401;1106905;1194550;1246793;1296357;1305374;1357394;1365994;1403838;1423106;1436122;1527143;1565756;1589584;1642738;1743051;1845898;1983215;41406;41044;40898;40904;40857;41243;41414;41668;41831;41508;41555;41313;41403;41372;41209;41299;41426;41461;41353;41229;41023;41406;41044;40898;40904;40857;41243;41414;41668;41831;41508;41555;41313;41403;41372;41209;41299;41426;41461;41353;41229;41023
1125;Tuscaloosa County;Alabama;4235919;4378080;4556049;4809438;5217191;5586878;5902440;6131861;6116619;6336723;6597865;6847449;6920282;7227831;7429494;7530883;7834456;8127938;8532858;9191182;9861067;166951;168154;169725;171960;175731;181383;184350;188093;192792;195368;198617;202225;206087;209712;213055;216498;219267;221687;225154;227153;227007;166951;168154;169725;171960;175731;181383;184350;188093;192792;195368;198617;202225;206087;209712;213055;216498;219267;221687;225154;227153;227007
1127;Walker County;Alabama;1595828;1649367;1727279;1815453;1956878;2054056;2139591;2238222;2144631;2223231;2302317;2305691;2286752;2357549;2431929;2401777;2487155;2558204;2702754;2836304;3061935;70364;69765;69105;68629;68500;68234;67695;67835;67347;67047;66842;66569;66449;66209;66000;65802;65356;65320;65495;65100;64818;70364;69765;69105;68629;68500;68234;67695;67835;67347;67047;66842;66569;66449;66209;66000;65802;65356;65320;65495;65100;64818
1129;Washington County;Alabama;344065;344578;360969;397991;410753;429401;468200;501189;504114;525546;526660;532994;542068;555793;569591;571383;578289;590459;601633;636957;696097;17933;17895;17910;17801;17690;17705;17491;17496;17493;17609;17266;16988;16672;16573;16467;16179;15993;15782;15662;15296;15147;17933;17895;17910;17801;17690;17705;17491;17496;17493;17609;17266;16988;16672;16573;16467;16179;15993;15782;15662;15296;15147
1131;Wilcox County;Alabama;217147;222286;231994;245151;247592;264563;274091;278213;286155;299461;304294;304627;338335;312066;323153;330218;334080;342999;353533;386455;411091;12806;12778;12600;12493;12369;12221;12208;12148;11870;11568;11481;11382;11258;11092;11074;11066;10939;10858;10688;10518;10446;12806;12778;12600;12493;12369;12221;12208;12148;11870;11568;11481;11382;11258;11092;11074;11066;10939;10858;10688;10518;10446
1133;Winston County;Alabama;519512;524793;533545;584749;618980;631330;658912;679135;668173;679205;681021;694548;700507;737660;762915;762558;795356;808125;843628;903757;986299;24597;24600;24576;24614;24629;24796;24858;24696;24691;24413;24363;24195;24191;24142;23930;23911;23753;23689;23698;23491;23652;24597;24600;24576;24614;24629;24796;24858;24696;24691;24413;24363;24195;24191;24142;23930;23911;23753;23689;23698;23491;23652
2020;Anchorage Municipality County;Alaska;10006769;10563629;11016363;11590746;12337272;13208289;14178960;15608782;15520693;16672280;17493864;17866765;17493599;18425573;19069189;18661454;18832079;19440817;19657088;20000226;20754004;264274;268229;270568;274484;276494;280085;278792;281554;287677;293845;297125;299593;302945;302145;300187;300301;297688;294257;292006;290637;288121;264274;268229;270568;274484;276494;280085;278792;281554;287677;293845;297125;299593;302945;302145;300187;300301;297688;294257;292006;290637;288121
2060;Bristol Bay Borough County;Alaska;38867;39811;44607;45539;51398;53399;57846;54380;61326;72295;81896;90505;104509;110323;99131;107442;109485;124419;120113;115000;130020;1196;1166;1140;1144;1171;1111;1076;1040;976;1003;1036;991;968;970;931;936;902;919;881;831;838;1196;1166;1140;1144;1171;1111;1076;1040;976;1003;1036;991;968;970;931;936;902;919;881;831;838
2090;Fairbanks North Star Borough County;Alaska;2547983;2714756;2887253;3040217;3335514;3657464;3935767;4347893;4329576;4558918;5029620;5125487;5000990;5193285;5378774;5320345;5371369;5600132;5709591;5894026;6243530;84814;86095;86885;89043;90431;90545;93545;94552;95238;98262;98101;100297;100913;99236;99607;100639;99641;98443;96755;95286;95593;84814;86095;86885;89043;90431;90545;93545;94552;95238;98262;98101;100297;100913;99236;99607;100639;99641;98443;96755;95286;95593
2110;Juneau City and Borough County;Alaska;1205838;1214806;1274577;1301924;1370824;1436938;1526305;1640588;1616115;1733551;1881415;1989910;1982824;2035177;2083347;2091086;2140749;2239045;2299705;2321171;2429812;30502;30712;30993;31103;31003;30808;30682;31110;30857;31395;32206;32466;32714;32643;32822;32670;32352;32323;32353;32195;31973;30502;30712;30993;31103;31003;30808;30682;31110;30857;31395;32206;32466;32714;32643;32822;32670;32352;32323;32353;32195;31973
2150;Kodiak Island Borough County;Alaska;422225;423805;455936;468366;493470;522761;543218;598231;598551;675386;717118;769621;757283;801783;836911;790518;821775;812171;840328;872896;889288;13748;13651;13239;13206;13105;13184;13159;13262;13505;13654;13810;14043;14101;13911;13776;13742;13628;13414;13237;13023;12787;13748;13651;13239;13206;13105;13184;13159;13262;13505;13654;13810;14043;14101;13911;13776;13742;13628;13414;13237;13023;12787
2170;Matanuska-Susitna Borough County;Alaska;1819730;1942391;2044833;2194337;2422672;2646384;2971359;3379996;3468456;3635536;3971466;4157145;4231464;4527491;4770871;4712454;4792210;5038554;5355170;5623966;5999994;61807;64353;67162;70761;74409;78633;81402;84079;86885;89675;91455;93193;95164;97150;99850;102659;104539;105159;106129;107460;110686;61807;64353;67162;70761;74409;78633;81402;84079;86885;89675;91455;93193;95164;97150;99850;102659;104539;105159;106129;107460;110686
2180;Nome Census Area County;Alaska;222966;243187;259108;271128;281085;287276;304829;344733;346534;387449;411278;422327;421121;462431;472083;476330;494894;515916;533398;544483;580875;9167;9161;9210;9351;9338;9235;9246;9231;9313;9546;9789;9851;9889;9861;9963;10058;10126;10173;10152;10032;9865;9167;9161;9210;9351;9338;9235;9246;9231;9313;9546;9789;9851;9889;9861;9963;10058;10126;10173;10152;10032;9865
2188;Northwest Arctic Borough County;Alaska;186456;188449;195495;198852;219530;224526;243026;263684;274361;300226;301162;308078;304370;334519;333717;335154;347896;377032;379786;389793;400037;7251;7252;7310;7397;7416;7467;7440;7466;7467;7565;7728;7745;7779;7843;7859;7795;7906;7829;7800;7784;7560;7251;7252;7310;7397;7416;7467;7440;7466;7467;7565;7728;7745;7779;7843;7859;7795;7906;7829;7800;7784;7560
4001;Apache County;Arizona;1109375;1152764;1232225;1301315;1395983;1461665;1564432;1716795;1845870;1919806;1964662;1952184;1980841;2051118;2112921;2161372;2279883;2400636;2445318;2780563;2997074;67863;67319;68072;68161;68521;69390;69602;69883;71008;71675;71412;70848;70341;69234;67896;67688;67226;66918;66444;65897;65623;67863;67319;68072;68161;68521;69390;69602;69883;71008;71675;71412;70848;70341;69234;67896;67688;67226;66918;66444;65897;65623
4003;Cochise County;Arizona;2641805;2774825;3021406;3244742;3514017;3729670;4021309;4262581;4435945;4558412;4690461;4537419;4459163;4515201;4632805;4661736;4825289;4947502;5206793;5882308;6188571;118798;119847;120638;123234;125786;127241;128206;129023;130081;131767;132842;131580;128947;126519;125470;124559;123528;124838;125292;125398;126050;118798;119847;120638;123234;125786;127241;128206;129023;130081;131767;132842;131580;128947;126519;125470;124559;123528;124838;125292;125398;126050
4005;Coconino County;Arizona;2950839;3090314;3240698;3494610;3749167;4119876;4427336;4741621;4542224;4675714;5013142;5089649;5312248;5608907;5992731;6202954;6648800;6955736;7232353;7837473;8255426;118283;121308;122882;125117;127025;128695;130442;131853;133477;134680;134590;136717;137531;138656;140326;142091;143036;144921;146244;145116;145052;118283;121308;122882;125117;127025;128695;130442;131853;133477;134680;134590;136717;137531;138656;140326;142091;143036;144921;146244;145116;145052
4007;Gila County;Arizona;1054762;1093298;1161676;1225016;1302661;1405580;1531817;1654258;1663462;1690976;1755966;1684945;1717708;1798411;1878285;1903070;2040736;2107410;2180298;2421661;2612568;51274;51478;51337;51423;51655;52541;53252;53437;53561;53540;53317;52780;52694;52642;52487;52763;52881;52994;53135;53306;53589;51274;51478;51337;51423;51655;52541;53252;53437;53561;53540;53317;52780;52694;52642;52487;52763;52881;52994;53135;53306;53589
4009;Graham County;Arizona;507771;529159;565606;598072;646310;716158;803171;937625;891744;910394;944934;985371;1012980;1089802;1089409;1073230;1113952;1168686;1227016;1389599;1514535;33356;33224;32985;32703;32964;33701;35175;36639;37525;37139;37055;36892;37259;37862;37569;37480;37097;37535;38323;38614;39050;33356;33224;32985;32703;32964;33701;35175;36639;37525;37139;37055;36892;37259;37862;37569;37480;37097;37535;38323;38614;39050
4011;Greenlee County;Arizona;177053;165951;171085;176911;191566;215344;241707;287934;253926;252736;268242;273779;311072;337059;327436;324265;344054;376758;389931;410873;452139;8349;7831;7567;7549;7595;7838;8205;8561;8635;8346;8606;8799;8969;9426;9676;9748;9573;9563;9624;9522;9404;8349;7831;7567;7549;7595;7838;8205;8561;8635;8346;8606;8799;8969;9426;9676;9748;9573;9563;9624;9522;9404
4013;Maricopa County;Arizona;94571161;97864731;103351900;113467463;125979366;140411512;147411691;145746322;136270400;138843875;146414259;154866276;158658501;168556390;178473417;186560211;197528194;210391358;227058763;249677860;268713717;3175989;3255388;3328468;3417860;3538988;3642884;3711954;3771061;3803779;3822179;3860114;3920159;3977518;4040171;4105747;4174844;4231511;4292576;4363816;4438342;4496588;3175989;3255388;3328468;3417860;3538988;3642884;3711954;3771061;3803779;3822179;3860114;3920159;3977518;4040171;4105747;4174844;4231511;4292576;4363816;4438342;4496588
4015;Mohave County;Arizona;3268134;3480429;3743837;4145861;4540194;4829713;5023874;5140527;5129291;5193370;5256949;5359199;5533132;5851991;6033286;6287403;6668387;7017179;7517261;8288070;8997444;160312;166155;172633;180521;188773;196168;199760;200078;199696;200260;202500;202781;202308;202345;203247;203940;205389;207757;210880;214070;217692;160312;166155;172633;180521;188773;196168;199760;200078;199696;200260;202500;202781;202308;202345;203247;203940;205389;207757;210880;214070;217692
4017;Navajo County;Arizona;1632438;1743882;1916932;1947128;2106006;2263434;2422389;2573735;2654244;2653633;2735550;2756922;2816887;2895102;2983303;3137542;3302610;3489921;3584565;4114493;4507525;97849;100123;101529;102774;104184;105624;106927;107626;107571;107563;106911;106169;105487;105543;104989;105331;105384;106174;106191;106802;108147;97849;100123;101529;102774;104184;105624;106927;107626;107571;107563;106911;106169;105487;105543;104989;105331;105384;106174;106191;106802;108147
4019;Pima County;Arizona;22985831;23474832;24739950;26240516;28452247;31192461;33007635;34978389;33100540;33557989;34898653;36172149;36577421;37965814;39186801;40340692;42857047;44873632;47581859;52416791;55696681;859280;874267;885893;901342;920298;940930;955869;967778;975580;981270;986581;989750;992319;997883;1001271;1007258;1015666;1024650;1034482;1045599;1052030;859280;874267;885893;901342;920298;940930;955869;967778;975580;981270;986581;989750;992319;997883;1001271;1007258;1015666;1024650;1034482;1045599;1052030
4021;Pinal County;Arizona;3437044;3688132;4021906;4749562;5694101;6797543;7744211;8988786;8579428;9052786;9528216;9801508;10405477;10918612;11552557;12243697;13227802;14193407;15583702;17603992;19687597;187747;197082;207920;219472;235708;271328;306174;335311;349830;378059;372907;372927;371895;377320;382931;389329;398134;407484;416657;429583;449557;187747;197082;207920;219472;235708;271328;306174;335311;349830;378059;372907;372927;371895;377320;382931;389329;398134;407484;416657;429583;449557
4023;Santa Cruz County;Arizona;778271;796912;960364;948579;1035156;1130404;1233450;1289826;1333514;1391817;1456598;1479357;1449803;1520552;1543246;1592014;1715336;1738797;1829339;2084057;2242255;39288;40009;40625;41623;42961;44298;45338;46144;47011;47422;47737;47504;47151;46919;46893;46889;47136;47082;47448;47653;47883;39288;40009;40625;41623;42961;44298;45338;46144;47011;47422;47737;47504;47151;46919;46893;46889;47136;47082;47448;47653;47883
4025;Yavapai County;Arizona;3907509;4052318;4316988;4796483;5371371;5901870;6367042;6542105;6218391;6185892;6426393;6615897;6956439;7548122;7923856;8318748;8926016;9410073;10092937;11190206;11884929;172636;177362;182090;187822;195424;204082;208773;211211;211172;210916;210711;211394;213557;216582;219393;222867;226100;229820;233062;237067;242253;172636;177362;182090;187822;195424;204082;208773;211211;211172;210916;210711;211394;213557;216582;219393;222867;226100;229820;233062;237067;242253
5001;Arkansas County;Arkansas;492385;480629;545846;584697;544192;574183;597852;644410;656667;651785;690282;724902;779447;765238;763064;794254;779610;792003;809653;899870;948697;20593;20351;19981;19967;19954;19785;19434;19275;19134;19042;18879;18941;18702;18402;18226;18026;17722;17550;17261;17105;16722;20593;20351;19981;19967;19954;19785;19434;19275;19134;19042;18879;18941;18702;18402;18226;18026;17722;17550;17261;17105;16722
5003;Ashley County;Arkansas;513006;508304;543258;544751;565810;590750;608020;604823;609101;645249;685204;677529;676291;659786;680744;688332;695374;712618;740230;765888;800062;23824;23745;23469;23156;22770;22501;22229;22148;21920;21821;21627;21431;21157;20804;20647;20298;20050;19723;19392;18960;18674;23824;23745;23469;23156;22770;22501;22229;22148;21920;21821;21627;21431;21157;20804;20647;20298;20050;19723;19392;18960;18674
5005;Baxter County;Arkansas;876488;907119;928689;975237;1041939;1143465;1220467;1240215;1205516;1227621;1264874;1326596;1326379;1410706;1426187;1440565;1491545;1522505;1597228;1706512;1832373;38331;38506;38772;39334;39992;40867;41491;41519;41561;41498;41286;40968;40822;40669;40864;40810;40912;41197;41449;41655;42144;38331;38506;38772;39334;39992;40867;41491;41519;41561;41498;41286;40968;40822;40669;40864;40810;40912;41197;41449;41655;42144
5007;Benton County;Arkansas;5363279;5700950;6198239;7029725;7964269;9144531;10240291;11255196;10468217;11084122;13131569;15927996;15626914;18478912;20294652;21857963;22516209;24922595;24117851;24895095;26927606;159258;164926;171742;179010;186756;195569;203664;210807;216620;222558;228982;234591;238936;244124;250686;258172;265299;270714;277702;286353;293692;159258;164926;171742;179010;186756;195569;203664;210807;216620;222558;228982;234591;238936;244124;250686;258172;265299;270714;277702;286353;293692
5009;Boone County;Arkansas;727447;757254;780202;832094;880164;943181;1005647;1030542;1018476;1057307;1099642;1145514;1153787;1212241;1233010;1246976;1282945;1326245;1363734;1456276;1613164;34258;34448;34554;34900;35492;36056;36759;36974;36844;36887;37062;37290;37269;37040;37028;37143;37338;37325;37368;37352;37830;34258;34448;34554;34900;35492;36056;36759;36974;36844;36887;37062;37290;37269;37040;37028;37143;37338;37325;37368;37352;37830
5011;Bradley County;Arkansas;250578;251762;265808;285370;280991;287153;302960;297324;295784;321796;332263;354171;354606;374706;387129;394471;400671;418315;423170;448685;486407;12427;12340;12263;12107;12012;11778;11737;11643;11538;11466;11413;11230;11074;10946;10924;10872;10711;10702;10662;10498;10408;12427;12340;12263;12107;12012;11778;11737;11643;11538;11466;11413;11230;11074;10946;10924;10872;10711;10702;10662;10498;10408
5013;Calhoun County;Arkansas;112723;117287;118896;122621;128772;129576;135536;138642;136809;139503;143307;149732;150271;156723;165981;170648;173000;178132;184571;198933;215245;5599;5655;5646;5591;5675;5693;5659;5528;5421;5351;5191;5185;5062;4999;4991;4905;4914;4886;4784;4725;4741;5599;5655;5646;5591;5675;5693;5659;5528;5421;5351;5191;5185;5062;4999;4991;4905;4914;4886;4784;4725;4741
5015;Carroll County;Arkansas;495435;491114;511883;576853;598582;623300;685775;699735;659762;684636;693722;746735;783788;872152;850078;861433;910442;929459;928543;984137;1156989;25559;25796;26033;26052;26435;26615;26699;26822;27158;27555;27470;27629;27794;27735;27741;27687;27849;27989;28284;28202;28435;25559;25796;26033;26052;26435;26615;26699;26822;27158;27555;27470;27629;27794;27735;27741;27687;27849;27989;28284;28202;28435
