FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
26009;Antrim County;Michigan;608018;605360;619771;635955;665371;685102;719026;749890;733626;765165;806326;847998;885146;936993;992354;1012244;1050606;1087845;1147418;1254882;1327789;23485;23773;24129;24263;24261;24278;24248;24047;23796;23491;23321;23246;23120;23138;23024;23076;23251;23321;23339;23421;23813;23485;23773;24129;24263;24261;24278;24248;24047;23796;23491;23321;23246;23120;23138;23024;23076;23251;23321;23339;23421;23813
26011;Arenac County;Michigan;361753;365689;375068;381281;387742;392004;412106;446062;438531;450882;464549;476543;479434;495110;510381;529658;537799;562423;595886;672163;710867;17206;17245;17184;17128;17094;16968;16811;16547;16243;15853;15640;15509;15424;15334;15325;15151;15037;15066;14980;14990;14975;17206;17245;17184;17128;17094;16968;16811;16547;16243;15853;15640;15509;15424;15334;15325;15151;15037;15066;14980;14990;14975
26013;Baraga County;Michigan;180524;179996;187298;195367;198737;210641;218179;235341;232097;238349;240986;257511;259551;260700;265494;266090;267596;270699;284775;321997;343158;8899;8889;8873;8884;8851;8940;8930;8822;8874;8860;8830;8717;8705;8634;8565;8510;8408;8284;8214;8128;8215;8899;8889;8873;8884;8851;8940;8930;8822;8874;8860;8830;8717;8705;8634;8565;8510;8408;8284;8214;8128;8215
26015;Barry County;Michigan;1664882;1647381;1673525;1720064;1770419;1840410;1885550;1980318;1859108;1961683;2105299;2184011;2232841;2326047;2432153;2513671;2593651;2727819;2860986;3125860;3335488;57572;58061;58682;59005;59621;59610;59969;59788;59469;59103;58978;59128;59245;59502;59678;60095;61035;61592;61928;62548;62992;57572;58061;58682;59005;59621;59610;59969;59788;59469;59103;58978;59128;59245;59502;59678;60095;61035;61592;61928;62548;62992
26017;Bay County;Michigan;2975726;2963820;3033850;3103979;3144488;3254007;3352534;3508060;3490053;3634680;3754847;3803280;3816791;3903699;4060968;4138758;4184796;4393322;4499337;4913457;5190073;109836;109861;109559;109453;109165;108711;108132;108320;107913;107710;107578;107260;107221;106599;105916;105184;104967;104674;104079;103594;102985;109836;109861;109559;109453;109165;108711;108132;108320;107913;107710;107578;107260;107221;106599;105916;105184;104967;104674;104079;103594;102985
26019;Benzie County;Michigan;416070;412532;406546;465667;475296;492293;511992;540907;530113;556535;583760;596051;611597;655326;695245;716830;752816;789862;842421;939555;996503;16490;16793;17239;17420;17697;17867;17863;17733;17564;17498;17394;17346;17378;17516;17449;17598;17713;17849;17881;17974;18223;16490;16793;17239;17420;17697;17867;17863;17733;17564;17498;17394;17346;17378;17516;17449;17598;17713;17849;17881;17974;18223
26021;Berrien County;Michigan;4546335;4580264;4677911;4877281;4895862;5148999;5407036;5686896;5415350;5705942;5928587;5934610;6031149;6278993;6640936;6837084;6993480;7307596;7676620;8367859;9133397;161153;160604;160314;159742;158510;157537;157378;157380;157059;156768;157047;156915;156559;156538;155706;155129;155050;154784;154349;154095;153101;161153;160604;160314;159742;158510;157537;157378;157380;157059;156768;157047;156915;156559;156538;155706;155129;155050;154784;154349;154095;153101
26023;Branch County;Michigan;1014076;1025849;1062337;1080429;1105235;1129339;1152626;1189356;1175005;1249823;1315581;1318492;1355279;1381522;1440365;1465373;1532206;1585326;1666460;1854414;2038966;46099;46651;46680;46791;46733;46805;46788;46305;45378;45208;44090;44095;44021;44310;44348;44297;44326;44595;44702;44810;44985;46099;46651;46680;46791;46733;46805;46788;46305;45378;45208;44090;44095;44021;44310;44348;44297;44326;44595;44702;44810;44985
26025;Calhoun County;Michigan;3553372;3677694;3760315;3862879;3960724;4018000;4148403;4330535;4244268;4376648;4468042;4606751;4646972;4763100;5005889;5084995;5144150;5253603;5439319;6007726;6395035;138158;138580;138962;139443;138946;138291;137582;137313;136301;135967;135180;134878;134960;135079;134665;134688;134526;134311;134314;134113;133819;138158;138580;138962;139443;138946;138291;137582;137313;136301;135967;135180;134878;134960;135079;134665;134688;134526;134311;134314;134113;133819
26027;Cass County;Michigan;1331468;1349638;1400799;1475843;1523017;1566268;1621279;1643201;1547234;1669378;1798951;1815337;1868436;1923297;2019590;2127558;2208674;2312069;2375575;2632037;2885207;51395;51588;51783;52290;52358;52282;52623;52684;52362;52244;52208;51812;51597;51580;51364;51320;51527;51765;51838;51563;51483;51395;51588;51783;52290;52358;52282;52623;52684;52362;52244;52208;51812;51597;51580;51364;51320;51527;51765;51838;51563;51483
26029;Charlevoix County;Michigan;751304;781219;804575;869539;896421;949937;958340;995888;934038;988011;1053315;1071215;1072279;1141553;1228729;1254586;1304075;1373400;1406829;1538697;1630498;26437;26542;26656;26601;26534;26394;26499;26280;26068;25934;26096;26173;26230;26185;26174;26160;26156;26177;26123;26012;26086;26437;26542;26656;26601;26534;26394;26499;26280;26068;25934;26096;26173;26230;26185;26174;26160;26156;26177;26123;26012;26086
26031;Cheboygan County;Michigan;620524;619823;644985;663095;681104;690768;714603;748384;734114;755843;791990;816959;838789;871458;906252;934959;966251;993759;1039542;1170361;1238104;26881;27138;27232;27228;27274;27249;27093;26738;26330;26065;25914;25798;25650;25735;25522;25598;25618;25768;25547;25599;25752;26881;27138;27232;27228;27274;27249;27093;26738;26330;26065;25914;25798;25650;25735;25522;25598;25618;25768;25547;25599;25752
26033;Chippewa County;Michigan;811600;817819;849991;885661;905177;920438;966686;1028316;1053881;1089787;1103101;1164145;1178926;1131010;1177947;1191659;1229661;1260497;1325672;1484819;1580974;38518;38748;38789;38803;38990;39051;39314;39247;39174;38618;38877;38958;38518;38186;37889;37596;37550;37255;37099;36744;36816;38518;38748;38789;38803;38990;39051;39314;39247;39174;38618;38877;38958;38518;38186;37889;37596;37550;37255;37099;36744;36816
26035;Clare County;Michigan;634071;636191;663239;687010;706475;716286;735901;780025;801093;840756;871829;873769;902707;917507;966284;982187;1020759;1061042;1075801;1201768;1264660;31405;31707;31710;31821;31701;31612;31353;31064;30856;31006;31009;30808;30616;30750;30640;30417;30594;30730;30936;30822;31065;31405;31707;31710;31821;31701;31612;31353;31064;30856;31006;31009;30808;30616;30750;30640;30417;30594;30730;30936;30822;31065
26037;Clinton County;Michigan;1983803;1904718;1906055;2011029;2153544;2318603;2473139;2555117;2515066;2667792;2816341;2873061;2951040;3077620;3184483;3360997;3496143;3653000;3799306;4103681;4346107;66098;67596;69103;70605;71700;72881;73740;74302;74828;75386;75831;76043;76635;76728;76735;77277;78126;78743;79068;79128;79426;66098;67596;69103;70605;71700;72881;73740;74302;74828;75386;75831;76043;76635;76728;76735;77277;78126;78743;79068;79128;79426
26039;Crawford County;Michigan;293574;295887;299656;305394;308987;314714;323527;336931;344206;364692;377946;389829;394049;412670;427731;441574;454913;481239;493898;554667;582504;14392;14527;14633;14591;14644;14597;14455;14379;14157;14028;13912;13724;13551;13318;13330;13138;13174;13065;13093;12965;13204;14392;14527;14633;14591;14644;14597;14455;14379;14157;14028;13912;13724;13551;13318;13330;13138;13174;13065;13093;12965;13204
26041;Delta County;Michigan;934773;941077;978996;1005824;1029920;1046777;1087079;1148228;1154340;1199992;1225181;1246032;1234075;1283422;1322593;1351989;1383231;1423085;1476267;1628560;1713278;38356;38300;38157;38123;37982;37898;37584;37409;37059;37080;37100;37117;37206;37114;37074;36980;36790;36887;36863;36842;36826;38356;38300;38157;38123;37982;37898;37584;37409;37059;37080;37100;37117;37206;37114;37074;36980;36790;36887;36863;36842;36826
26043;Dickinson County;Michigan;753456;762267;780805;805905;817340;840874;878938;925424;923470;947298;1002386;1025836;1030329;1066669;1100554;1127001;1176294;1228307;1217380;1319528;1426912;27136;27019;26943;27231;27067;26951;26881;26622;26357;26175;26167;26352;26278;26240;26080;26011;26009;26065;26045;25886;25787;27136;27019;26943;27231;27067;26951;26881;26622;26357;26175;26167;26352;26278;26240;26080;26011;26009;26065;26045;25886;25787
26045;Eaton County;Michigan;3091141;3136906;3156834;3232448;3226568;3350594;3483135;3589343;3508210;3619981;3723254;3775815;3873174;4001489;4219728;4349357;4489469;4649055;4792459;5235057;5528137;104848;105794;107090;107533;108073;108364;108358;108021;107430;107721;107804;107792;107968;108250;108184;108603;108762;108867;109200;109106;108944;104848;105794;107090;107533;108073;108364;108358;108021;107430;107721;107804;107792;107968;108250;108184;108603;108762;108867;109200;109106;108944
26047;Emmet County;Michigan;945151;987213;1022635;1118901;1157513;1202072;1266115;1342420;1277451;1335173;1392601;1457721;1498315;1582335;1667120;1734437;1794593;1872683;1987382;2167134;2287109;31998;32279;32402;32824;32856;32926;32794;32852;32765;32673;32839;32974;33190;33288;33310;33362;33631;33772;34018;34090;34225;31998;32279;32402;32824;32856;32926;32794;32852;32765;32673;32839;32974;33190;33288;33310;33362;33631;33772;34018;34090;34225
26049;Genesee County;Michigan;11669950;11747269;12115065;12351589;12558914;12951147;13091464;13226344;12705196;13035018;13590692;13961925;14178021;14579396;15252202;15603033;15959689;16478474;17132439;18810409;19967292;438584;440062;441689;442534;442508;441164;438109;433082;427989;424983;422179;418453;416016;413344;411060;409634;408345;407386;406554;405648;404208;438584;440062;441689;442534;442508;441164;438109;433082;427989;424983;422179;418453;416016;413344;411060;409634;408345;407386;406554;405648;404208
26051;Gladwin County;Michigan;566148;581767;605235;627291;634414;640701;686479;755625;699061;728618;747344;763248;771091;788642;822356;850857;891207;920581;974210;1056286;1123085;26453;26754;26875;26971;26752;26726;26285;25956;25738;25733;25867;25532;25546;25477;25202;25116;25201;25286;25385;25369;25485;26453;26754;26875;26971;26752;26726;26285;25956;25738;25733;25867;25532;25546;25477;25202;25116;25201;25286;25385;25369;25485
26053;Gogebic County;Michigan;381439;381336;388256;405032;409258;412596;430934;462487;464530;479886;493560;514595;514329;542328;572778;581014;569925;599093;607456;665209;699451;17612;17394;17213;16976;16811;16552;16515;16499;16390;16410;16179;16157;16076;15978;15809;15650;15708;15512;14404;14315;14361;17612;17394;17213;16976;16811;16552;16515;16499;16390;16410;16179;16157;16076;15978;15809;15650;15708;15512;14404;14315;14361
26055;Grand Traverse County;Michigan;2313762;2343719;2433625;2522000;2640842;2864081;2930517;3089804;2988599;3197211;3397786;3605202;3686995;3944586;4175109;4276210;4483657;4711744;4986132;5476112;5788755;79915;81013;81869;82768;83699;84705;85579;86209;86767;87014;88561;89599;90677;91605;92480;93118;93123;93972;94595;95315;95860;79915;81013;81869;82768;83699;84705;85579;86209;86767;87014;88561;89599;90677;91605;92480;93118;93123;93972;94595;95315;95860
26057;Gratiot County;Michigan;920989;913518;923188;995935;1035429;1054196;1094950;1162301;1168671;1227105;1324050;1338418;1346131;1348333;1406271;1413253;1456462;1496011;1520186;1699515;1796738;42521;42428;42546;42583;42479;42714;42824;42774;42285;42466;42295;42288;42390;42054;42056;41792;41972;41703;41943;41662;41544;42521;42428;42546;42583;42479;42714;42824;42774;42285;42466;42295;42288;42390;42054;42056;41792;41972;41703;41943;41662;41544
26059;Hillsdale County;Michigan;1099986;1117081;1147915;1198045;1215148;1228409;1269694;1307995;1270642;1323677;1372308;1371147;1396281;1419209;1491404;1531862;1563763;1619165;1636469;1803582;1929549;46736;47051;47359;47392;47476;47499;47336;46951;46735;46646;46605;46276;46147;45949;45909;45807;45851;45732;45574;45677;45546;46736;47051;47359;47392;47476;47499;47336;46951;46735;46646;46605;46276;46147;45949;45909;45807;45851;45732;45574;45677;45546
26061;Houghton County;Michigan;814587;804571;823899;870699;883378;914817;953181;1001270;1029843;1064455;1099888;1133640;1149279;1185971;1248621;1274087;1287353;1343804;1391960;1516256;1634636;35701;35905;35794;36154;36169;35765;35839;36292;36378;36779;37034;37210;37354;37351;37312;37629;37749;37668;37576;37160;37313;35701;35905;35794;36154;36169;35765;35839;36292;36378;36779;37034;37210;37354;37351;37312;37629;37749;37668;37576;37160;37313
26063;Huron County;Michigan;915169;925608;942909;995645;1032000;1039479;1090153;1188532;1102252;1199470;1301438;1294864;1289037;1326815;1342919;1350582;1364398;1404209;1426483;1634970;1743057;35760;35508;35313;35014;34691;34363;34034;33504;33269;33102;32856;32611;32484;32337;32132;31910;31811;31768;31544;31351;31252;35760;35508;35313;35014;34691;34363;34034;33504;33269;33102;32856;32611;32484;32337;32132;31910;31811;31768;31544;31351;31252
26065;Ingham County;Michigan;7884153;7903322;8110475;8297894;8403042;8575981;8761752;9145123;8934410;9436467;9617835;9781707;9746695;10166544;10579265;10894909;11232867;11643480;12062817;13278123;14090337;281105;282030;282183;283586;282970;282104;281706;281315;280889;280978;282106;282288;282341;283286;284186;285954;287387;286395;285967;284520;284034;281105;282030;282183;283586;282970;282104;281706;281315;280889;280978;282106;282288;282341;283286;284186;285954;287387;286395;285967;284520;284034
26067;Ionia County;Michigan;1417527;1444202;1494857;1546227;1574819;1568486;1633982;1696270;1631453;1713879;1800355;1817378;1874822;1942697;2012217;2044537;2132922;2242055;2297203;2567224;2744939;62079;63265;63781;64562;64745;65157;65189;65167;63858;63902;64140;64387;64722;65193;65243;65614;65920;66144;66749;66861;67197;62079;63265;63781;64562;64745;65157;65189;65167;63858;63902;64140;64387;64722;65193;65243;65614;65920;66144;66749;66861;67197
26069;Iosco County;Michigan;580013;573189;586795;619710;640006;657456;684077;720491;715802;731089;748180;777739;789450;818175;852985;873231;894058;928290;993026;1110398;1190266;27204;27009;26882;26860;26835;26869;26749;26542;26174;25842;25606;25467;25451;25468;25389;25341;25220;25240;25295;25191;25369;27204;27009;26882;26860;26835;26869;26749;26542;26174;25842;25606;25467;25451;25468;25389;25341;25220;25240;25295;25191;25369
26071;Iron County;Michigan;299946;295450;305400;314958;323577;328933;338846;359098;363642;383134;399176;410052;414020;429178;462876;467934;476718;489199;511511;550883;577713;12879;12753;12668;12460;12397;12248;12183;12081;11959;11825;11839;11698;11692;11592;11624;11518;11517;11554;11568;11637;11635;12879;12753;12668;12460;12397;12248;12183;12081;11959;11825;11839;11698;11692;11592;11624;11518;11517;11554;11568;11637;11635
26073;Isabella County;Michigan;1425993;1442638;1476536;1549020;1649807;1708264;1753629;1863688;1836281;1924457;2004667;2053656;2116082;2183972;2293966;2330982;2384420;2464547;2539951;2810494;2959189;64231;64907;66036;67067;67788;68556;69012;69328;70026;70169;69984;69529;68596;67977;68141;68075;67380;66285;65097;64488;64813;64231;64907;66036;67067;67788;68556;69012;69328;70026;70169;69984;69529;68596;67977;68141;68075;67380;66285;65097;64488;64813
26075;Jackson County;Michigan;4126354;4158962;4231638;4374729;4486495;4581809;4700665;4857313;4742905;4890871;5065610;5197240;5263483;5450315;5698567;5912626;6009918;6257626;6418551;7073091;7602801;159772;160893;162119;162140;163047;163387;163316;160825;160114;160191;160072;160722;160733;160850;161039;160376;161016;161284;161372;160200;160050;159772;160893;162119;162140;163047;163387;163316;160825;160114;160191;160072;160722;160733;160850;161039;160376;161016;161284;161372;160200;160050
26077;Kalamazoo County;Michigan;7276494;7406625;7580164;7722668;7898782;8322664;8591885;9137450;8955457;9212733;9803414;10216183;10469509;10807598;11502288;11882573;12201065;12747075;13301075;14377431;15281103;240080;241937;243834;242505;243259;244178;245431;246862;249023;250654;252131;254498;256069;257316;257654;258996;260368;261663;261653;261629;261108;240080;241937;243834;242505;243259;244178;245431;246862;249023;250654;252131;254498;256069;257316;257654;258996;260368;261663;261653;261629;261108
26079;Kalkaska County;Michigan;325110;342671;356042;363161;382048;404952;429825;467260;443385;459315;485907;505360;524669;564895;578408;579136;598422;625633;655090;744630;784051;16873;16989;17296;17400;17381;17572;17540;17546;17223;17144;17166;17089;17273;17344;17218;17239;17531;17715;17918;17925;17979;16873;16989;17296;17400;17381;17572;17540;17546;17223;17144;17166;17089;17273;17344;17218;17239;17531;17715;17918;17925;17979
26081;Kent County;Michigan;18470992;18351649;19009122;20445878;21082013;22429051;23332698;24712851;22285760;23702641;25973974;28208450;28278568;29776848;31734872;32569389;32932076;34234518;35774431;38630987;40701778;581224;584940;587790;589554;592210;595191;598077;599234;601437;602981;608481;615757;624245;631249;637068;643905;649357;653216;656328;658040;658046;581224;584940;587790;589554;592210;595191;598077;599234;601437;602981;608481;615757;624245;631249;637068;643905;649357;653216;656328;658040;658046
26083;Keweenaw County;Michigan;57350;56042;56153;55398;57097;58857;63790;68559;72611;75532;80328;82738;81475;84479;90334;92850;94068;97512;103299;116269;125562;2264;2219;2174;2125;2068;2087;2104;2119;2131;2168;2172;2154;2123;2148;2091;2103;2042;2025;2028;2055;2107;2264;2219;2174;2125;2068;2087;2104;2119;2131;2168;2172;2154;2123;2148;2091;2103;2042;2025;2028;2055;2107
26085;Lake County;Michigan;225044;229942;236965;245285;244389;245144;254153;277608;284591;299190;312556;316523;314559;328465;344766;361113;370439;394294;407750;459012;479871;11444;11390;11611;11757;11792;11707;11692;11629;11593;11526;11516;11571;11553;11606;11954;12180;12351;12272;12222;12099;12308;11444;11390;11611;11757;11792;11707;11692;11629;11593;11526;11516;11571;11553;11606;11954;12180;12351;12272;12222;12099;12308
26087;Lapeer County;Michigan;2493727;2485281;2540882;2623341;2733591;2780806;2819210;2851385;2670159;2768927;2943525;3118788;3188230;3295784;3460897;3508937;3693244;3837241;3957230;4363115;4605655;89102;90035;90573;91125;91739;91691;91130;89914;88774;88229;88206;88400;88588;88580;88845;88786;88867;88723;88632;88528;88513;89102;90035;90573;91125;91739;91691;91130;89914;88774;88229;88206;88400;88588;88580;88845;88786;88867;88723;88632;88528;88513
26089;Leelanau County;Michigan;679347;712418;754874;815326;844752;861988;871295;930620;871220;911893;969890;1120810;1194921;1346166;1323090;1339774;1374174;1461515;1565577;1675187;1774944;21490;21518;21792;21859;21813;21818;21809;21731;21724;21731;21494;21500;21650;21826;21918;21847;22033;22113;22199;22302;22623;21490;21518;21792;21859;21813;21818;21809;21731;21724;21731;21494;21500;21650;21826;21918;21847;22033;22113;22199;22302;22623
26091;Lenawee County;Michigan;2646589;2686256;2779731;2846255;2935713;2996144;3029331;3066314;2932207;3050829;3210597;3295914;3266677;3377545;3562323;3652478;3719429;3890970;4030272;4376511;4643933;99626;100293;100704;101216;101367;101715;101657;101169;100250;99678;99545;99356;99304;99368;99164;99470;99526;99268;99816;99214;98956;99626;100293;100704;101216;101367;101715;101657;101169;100250;99678;99545;99356;99304;99368;99164;99470;99526;99268;99816;99214;98956
26093;Livingston County;Michigan;6020815;6066173;6173852;6347344;6719025;7004337;7305978;7456176;7082885;7320276;7958464;8410312;8590456;9053926;9676055;10250600;10708780;11094799;11480491;12150450;12848055;163146;167833;171357;175245;178819;181620;181903;181171;181082;181103;182244;183153;184745;186235;188055;189588;191096;192602;193571;193973;195014;163146;167833;171357;175245;178819;181620;181903;181171;181082;181103;182244;183153;184745;186235;188055;189588;191096;192602;193571;193973;195014
26095;Luce County;Michigan;137747;137880;141123;143741;138232;142665;148362;154393;159617;165680;166391;170508;169834;173727;183897;185265;191509;195187;197571;221648;231080;7089;7026;6918;6894;6810;6736;6791;6680;6614;6580;6414;6283;6222;6053;5987;5814;5772;5661;5523;5325;5309;7089;7026;6918;6894;6810;6736;6791;6680;6614;6580;6414;6283;6222;6053;5987;5814;5772;5661;5523;5325;5309
26097;Mackinac County;Michigan;315181;304641;308324;321994;320556;319925;333910;352078;355685;366374;378368;400629;404098;411245;426077;440124;455029;467481;483084;546624;580523;11803;11725;11656;11647;11596;11474;11448;11248;11159;11104;11011;11064;11000;10987;10810;10709;10754;10785;10801;10830;10906;11803;11725;11656;11647;11596;11474;11448;11248;11159;11104;11011;11064;11000;10987;10810;10709;10754;10785;10801;10830;10906
26099;Macomb County;Michigan;26118639;26182766;27114989;27679889;28755265;29273750;30179006;30459964;28654082;29368205;31169249;32585561;33268733;34950701;37063174;37863125;38951469;40508807;41724363;45600016;47572705;800571;808457;815982;823418;828765;833328;835703;837857;839435;841576;845300;851832;860169;866898;869970;874242;877754;879936;881197;880349;876792;800571;808457;815982;823418;828765;833328;835703;837857;839435;841576;845300;851832;860169;866898;869970;874242;877754;879936;881197;880349;876792
26101;Manistee County;Michigan;592733;596186;617858;634877;657988;669863;701441;754385;743667;781220;801661;808228;787617;828277;896109;902164;926513;972312;1009801;1112164;1178490;24725;24929;25194;25048;25178;25201;25077;24960;24818;24595;24816;24747;24587;24549;24629;24650;24636;24741;24916;25063;25350;24725;24929;25194;25048;25178;25201;25077;24960;24818;24595;24816;24747;24587;24549;24629;24650;24636;24741;24916;25063;25350
26103;Marquette County;Michigan;1572557;1585915;1668023;1727211;1784185;1869111;1988814;2134568;2101483;2189216;2250363;2347728;2322197;2398109;2476433;2486413;2518387;2607351;2704665;2962462;3164369;64738;65012;65043;65620;65785;66002;66131;66539;66765;67082;67475;67865;67828;67844;67415;66632;66603;66496;66791;65931;66103;64738;65012;65043;65620;65785;66002;66131;66539;66765;67082;67475;67865;67828;67844;67415;66632;66603;66496;66791;65931;66103
26105;Mason County;Michigan;692791;699539;724384;750749;756266;786918;830255;877766;865564;922635;946908;977101;991148;1036711;1080849;1097410;1132788;1178632;1218047;1347559;1431915;28475;28624;28735;28842;28748;28846;28685;28668;28656;28717;28638;28646;28651;28709;28706;28790;28960;29046;29070;29064;29383;28475;28624;28735;28842;28748;28846;28685;28668;28656;28717;28638;28646;28651;28709;28706;28790;28960;29046;29070;29064;29383
26107;Mecosta County;Michigan;827871;828444;846963;894155;933181;965662;1003680;1044895;1057060;1118435;1187267;1198590;1220654;1263177;1297778;1349315;1416973;1450307;1481612;1648543;1768433;41003;41639;42054;42553;42908;42876;42640;42683;42621;42748;42936;42572;41936;41477;40898;40658;40360;40159;39878;39781;40031;41003;41639;42054;42553;42908;42876;42640;42683;42621;42748;42936;42572;41936;41477;40898;40658;40360;40159;39878;39781;40031
26109;Menominee County;Michigan;594197;592180;605395;644220;661297;679017;711967;764015;728464;787176;828066;842387;835591;886724;911245;913225;953459;982820;986789;1072817;1138683;25170;25023;24997;24987;24719;24472;24322;24317;24118;23989;23974;23922;24003;23885;23926;23727;23590;23574;23516;23423;23299;25170;25023;24997;24987;24719;24472;24322;24317;24118;23989;23974;23922;24003;23885;23926;23727;23590;23574;23516;23423;23299
26111;Midland County;Michigan;2801089;2786911;2894864;3132036;3128519;3262720;3359555;3637394;3515401;3605283;3825855;3818463;3743593;3431765;3363374;3921930;4801948;4517850;4586226;4886998;5178900;83576;83664;84012;84058;83930;83693;83600;83605;83639;83661;83831;83754;83699;83556;83733;83517;83480;83489;83460;83476;83457;83576;83664;84012;84058;83930;83693;83600;83605;83639;83661;83831;83754;83699;83556;83733;83517;83480;83489;83460;83476;83457
26113;Missaukee County;Michigan;292721;299506;301874;332696;340786;350837;366900;382261;367464;406184;436643;430486;463224;486475;486460;488454;518635;527408;551502;625104;659801;14590;14842;15031;15127;15099;15043;15009;15028;14898;14816;14894;14991;15033;14944;14842;14979;14962;15029;15006;15067;15130;14590;14842;15031;15127;15099;15043;15009;15028;14898;14816;14894;14991;15033;14944;14842;14979;14962;15029;15006;15067;15130
26115;Monroe County;Michigan;4475368;4492812;4648086;4857131;5010888;5179685;5323015;5412471;5130224;5279166;5548535;5715103;5770146;6042107;6376592;6523731;6810534;7082081;7361611;7812877;8308581;147605;148561;149747;151117;152374;153460;153424;152806;152296;152039;152026;151761;151526;151662;151589;151840;152505;153630;154248;154796;155274;147605;148561;149747;151117;152374;153460;153424;152806;152296;152039;152026;151761;151526;151662;151589;151840;152505;153630;154248;154796;155274
26117;Montcalm County;Michigan;1301652;1394233;1467581;1455997;1491656;1497565;1541152;1634380;1587251;1666566;1765419;1830546;1833698;1886644;1985780;2032795;2128645;2201049;2289007;2548481;2728570;62083;62547;62959;63482;63621;63806;63560;63635;63496;63387;63626;63753;63743;64049;64306;64819;65700;66314;66467;66515;67220;62083;62547;62959;63482;63621;63806;63560;63635;63496;63387;63626;63753;63743;64049;64306;64819;65700;66314;66467;66515;67220
26119;Montmorency County;Michigan;203830;208080;216644;217719;225019;232719;241463;254187;254044;265070;276056;273322;289263;294181;315712;325274;328862;342416;352154;396159;402849;10389;10397;10382;10326;10222;10125;9996;9922;9794;9773;9602;9474;9324;9249;9200;9101;9110;9116;9142;9155;9297;10389;10397;10382;10326;10222;10125;9996;9922;9794;9773;9602;9474;9324;9249;9200;9101;9110;9116;9142;9155;9297
26121;Muskegon County;Michigan;4153982;4180374;4283110;4382321;4529871;4707009;4876222;4966172;4811539;5006886;5261858;5452456;5510123;5803582;6091855;6234249;6426435;6639891;6954757;7763881;8243256;171055;171563;172269;172771;173608;173710;173738;173846;172755;171970;170289;170612;172927;173110;173504;174538;175196;175302;175421;175817;176511;171055;171563;172269;172771;173608;173710;173738;173846;172755;171970;170289;170612;172927;173110;173504;174538;175196;175302;175421;175817;176511
26123;Newaygo County;Michigan;1059623;1064040;1102225;1170778;1207856;1258090;1291011;1330690;1297264;1361938;1431836;1469476;1495845;1570184;1644482;1723851;1780097;1820292;1890261;2108464;2243075;48564;48697;49072;49272;49452;49287;49328;49153;48649;48389;48408;48035;48095;48080;48249;48227;48820;49476;49659;50042;50296;48564;48697;49072;49272;49452;49287;49328;49153;48649;48389;48408;48035;48095;48080;48249;48227;48820;49476;49659;50042;50296
26125;Oakland County;Michigan;59555667;58716603;59238853;60482153;61506930;62119516;63918305;64228634;58886331;60627454;66243459;71287224;72043499;76454104;81127121;83532496;86933319;90077143;92591351;98014193;102822763;1200425;1198889;1201756;1203812;1203253;1202256;1199862;1199545;1200890;1203569;1214961;1227807;1241622;1250933;1254626;1263231;1270081;1272967;1275118;1272408;1270017;1200425;1198889;1201756;1203812;1203253;1202256;1199862;1199545;1200890;1203569;1214961;1227807;1241622;1250933;1254626;1263231;1270081;1272967;1275118;1272408;1270017
26127;Oceana County;Michigan;562730;583559;617149;637028;670943;698344;703755;720201;713206;754047;803051;820044;835800;868278;905678;930382;950272;999545;1043946;1167855;1233901;26934;27281;27404;27556;27423;27484;27251;27120;26779;26500;26439;26275;26257;26295;26253;26253;26351;26477;26450;26688;26815;26934;27281;27404;27556;27423;27484;27251;27120;26779;26500;26439;26275;26257;26295;26253;26253;26351;26477;26450;26688;26815
